eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
Five Star Hainanese Kampung Chicken Rice - Katong,191,Katong,East Coast Road,428897,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90637773311025,1.3071707034883522,POINT (103.90637773311025 1.3071707034883522)
Hjh Maimunah - Joo Chiat,20,Joo Chiat,Joo Chiat Road,427527,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90197340010728,1.310295313292847,POINT (103.90197340010728 1.310295313292847)
Burger King - Plaza Singapura,68,Plaza Singapura,Orchard Road,238839,B1,11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84504758088113,1.3007477084715486,POINT (103.84504758088113 1.3007477084715486)
BreadTalk - Sun Plaza,30,Sun Plaza,Sembawang Drive,757713,1,2,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81946210452817,1.44822653184261,POINT (103.81946210452817 1.44822653184261)
Sushi Express Waterway Point,83,Waterway Point,Punggol Central,828761,1,25,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90198817400872,1.4065361072059912,POINT (103.90198817400872 1.4065361072059912)
BreadTalk - Changi City Point,5,Changi City Point,Changi Business Park Central 1,486038,1,12,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.96238930319517,1.3343251560098164,POINT (103.96238930319517 1.3343251560098164)
BreadTalk - 112 Katong,112,112 Katong,East Coast Road,428802,1,3,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90504393428338,1.3052230558334053,POINT (103.90504393428338 1.3052230558334053)
Soup Restaurant - Compass One,1,Compass One,Sengkang Square,545078,3,12,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89498003255373,1.3920941501822652,POINT (103.89498003255373 1.3920941501822652)
Soup Restaurant - Holland Village,118,Holland Village,Holland Avenue,278997,1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79610520953564,1.31052977390618,POINT (103.79610520953564 1.31052977390618)
Soup Restaurant - Paragon,290,Paragon,Orchard Road,238859,B1,7,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83524031012566,1.3037232137246686,POINT (103.83524031012566 1.3037232137246686)
TEAHOUSE By Soup Restaurant - Century Square,2,Century Square,Tampines Central 5,529509,1,20,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94372769692681,1.3522780323167003,POINT (103.94372769692681 1.3522780323167003)
TEAHOUSE By Soup Restaurant - IMM,2,IMM,Jurong East Street 21,609601,1,101B,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74673449680041,1.3348984371747659,POINT (103.74673449680041 1.3348984371747659)
Founder Bak Kut Teh - New Orchid Hotel,347,New Orchid Hotel,Balestier Road,329777,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85103942858026,1.3242912809084881,POINT (103.85103942858026 1.3242912809084881)
Founder Bak Kut Teh - Hotel Boss,500,Hotel Boss,Jalan Sultan,199020,1,9,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86026674695145,1.305713227038105,POINT (103.86026674695145 1.305713227038105)
Warong Nasi Pariaman - North Bridge Road,738,North Bridge Road,North Bridge Road,198706,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85922383207028,1.3028801248862107,POINT (103.85922383207028 1.3028801248862107)
My Briyani House - IMM Building,2,IMM Building,Jurong East Street 21,609601,2,53,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74673449680041,1.3348984371747659,POINT (103.74673449680041 1.3348984371747659)
My Briyani House - Marine Cove,1000,Marine Cove,East Coast Parkway,449876,1,4,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91291130775309,1.3014332806399938,POINT (103.91291130775309 1.3014332806399938)
My Briyani House - Compass One,1,Compass One,Sengkang Square,545078,1,25,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89498003255373,1.3920941501822652,POINT (103.89498003255373 1.3920941501822652)
Burger King - AMK Hub,53,AMK Hub,Ang Mo Kio Avenue 3,569933,1,40,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84839922748421,1.3692489128202083,POINT (103.84839922748421 1.3692489128202083)
Burger King - Bukit Panjang Plaza,1,Bukit Panjang Plaza,Jelebu Road,677743,1,28,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7639618526176,1.3805173281591343,POINT (103.7639618526176 1.3805173281591343)
Burger King - Burlington Square,175,Burlington Square,Bencoolen Street,189649,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85253806472436,1.3022295154721408,POINT (103.85253806472436 1.3022295154721408)
Burger King - Fairprice Hub,1,Fairprice Hub,Joo Koon Circle,629117,1,51,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.67809636422794,1.324606646488674,POINT (103.67809636422794 1.324606646488674)
Hjh Maimunah - Jalan Pisang,11 & 17,Jalan Pisang,Jalan Pisang,199078,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8585535352279,1.3031070947089167,POINT (103.8585535352279 1.3031070947089167)
BreadTalk - Funan,109,Funan,North Bridge Road,179097,B1,26,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84983421216202,1.291146272946343,POINT (103.84983421216202 1.291146272946343)
Da Paolo Gastronomia - Cluny Court,501,Cluny Court,Bukit Timah Road,259760,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81424555068894,1.322573169607959,POINT (103.81424555068894 1.322573169607959)
Da Paolo Gastronomia - Paragon,290,Paragon,Orchard Road,238859,B1,K8,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83524031012566,1.3037232137246686,POINT (103.83524031012566 1.3037232137246686)
Sushi Express Westgate,6,Westgate,Gateway Drive,608532,B1,26,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
Sushi Express IMM,2,IMM,Jurong East Street 21,609601,2,63,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74673449680041,1.3348984371747659,POINT (103.74673449680041 1.3348984371747659)
Sushi Express Fairprice Hub,1,Fairprice Hub,Joo Koon Circle,629117,2,22,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.67809636422794,1.324606646488674,POINT (103.67809636422794 1.324606646488674)
Sushi Express Sun Plaza,30,Sun Plaza,Sembawang Drive,757713,2,23,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81946210452817,1.44822653184261,POINT (103.81946210452817 1.44822653184261)
Sushi Express Northpoint City,1,Northpoint City,Northpoint Drive,768019,B1,150,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83609210218492,1.4280358453225732,POINT (103.83609210218492 1.4280358453225732)
Sushi Takeout Grantral Mall,3151,Grantral Mall,Commonwealth Avenue West,129581,1,16,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76509756940764,1.3142313103704975,POINT (103.76509756940764 1.3142313103704975)
Aunty Rosie's Urban Padang Cuisine - Sengkang General & Community Hospital,110,Sengkang General & Community Hospital,Sengkang East Way,544886,2,9,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89300133613051,1.3942994115894494,POINT (103.89300133613051 1.3942994115894494)
Kamala Restaurant - Buffalo Road,662,Buffalo Road,Buffalo Road,210662,1,16,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8499560407766,1.3062472194863255,POINT (103.8499560407766 1.3062472194863255)
BreadTalk - Causeway Point,1,Causeway Point,Woodlands Square,738099,1,34,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78568873923535,1.4360078451714806,POINT (103.78568873923535 1.4360078451714806)
Da Paolo Gastronomia - Raffles City,252,Raffles City,North Bridge Road,179103,B1,45,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85276833238656,1.2937602787541738,POINT (103.85276833238656 1.2937602787541738)
Sakunthala's - Syed Alwi Road,88,Syed Alwi Road,Syed Alwi Road,207667,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8556724733069,1.309228871565421,POINT (103.8556724733069 1.309228871565421)
Nature's Nutrition - Aperia Mall,12,Aperia Mall,Kallang Avenue,339511,1,52,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86410164871677,1.3097424128937665,POINT (103.86410164871677 1.3097424128937665)
Burger King - Sembawang Shopping Centre,604,Sembawang Shopping Centre,Sembawang Road,758459,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82449507432968,1.4417671476865896,POINT (103.82449507432968 1.4417671476865896)
Sushi Express Heartland Mall,205,Heartland Mall,Hougang Street 21,530205,2,18,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88507992783312,1.3594966428273758,POINT (103.88507992783312 1.3594966428273758)
My Kampung Chicken Rice - Junction 9,18,Junction 9,Yishun Avenue 9,768897,2,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84160082547955,1.4330319727006144,POINT (103.84160082547955 1.4330319727006144)
My Kampung Chicken Rice - Kallang Wave Mall,1,Kallang Wave Mall,Stadium Place,397628,2,16,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87275071133227,1.303843267646837,POINT (103.87275071133227 1.303843267646837)
My Kampung Chicken Rice - Ang Mo Kio Hub,53,Ang Mo Kio Hub,Ang Mo Kio Avenue 3,569933,B2,46,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84839922748421,1.3692489128202083,POINT (103.84839922748421 1.3692489128202083)
Burger King - Tiong Bahru Plaza,302,Tiong Bahru Plaza,Tiong Bahru Road,168732,1,106,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82693508428726,1.2864634531868742,POINT (103.82693508428726 1.2864634531868742)
Papparich - Westgate,3,Westgate,Gateway Drive,608532,3,6,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
Burger King - IMM Building,2,IMM Building,Jurong East Street 21,609601,1,51,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74673449680041,1.3348984371747659,POINT (103.74673449680041 1.3348984371747659)
Burger King - JEM,50,JEM,Jurong Gateway Road,608549,B1,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74317043629249,1.3332002103833094,POINT (103.74317043629249 1.3332002103833094)
Burger King - Kebun Baru Community Club,216,Kebun Baru Community Club,Ang Mo Kio Avenue 4,569897,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83761242449003,1.373007499062737,POINT (103.83761242449003 1.373007499062737)
Burger King - Link @ 896,896,Link @ 896,Dunearn Road,589472,1,9,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78370915589302,1.3366757285883157,POINT (103.78370915589302 1.3366757285883157)
Burger King - Loyang Point,258,Loyang Point,Pasir Ris Street 21,510258,1,23,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.96461778192575,1.3670005378337675,POINT (103.96461778192575 1.3670005378337675)
Burger King - Marsiling Mall,4,Marsiling Mall,Woodlands Street 12,738623,2,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7797468685052,1.4335125289823178,POINT (103.7797468685052 1.4335125289823178)
Burger King - Parkway Parade,80,Parkway Parade,Marine Parade Road,449269,1,11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90511359225532,1.3011913074869101,POINT (103.90511359225532 1.3011913074869101)
Burger King - Pasir Ris Sports Centre,120,Pasir Ris Sports Centre,Pasir Ris Central,556083,1,11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
Soup Restaurant - United Square,101,United Square,Thomson Road,307591,B1,10,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84346318597655,1.3173346298740773,POINT (103.84346318597655 1.3173346298740773)
Pizza Hut - Boon Lay Community Centre (DEL),10,Boon Lay Community Centre,Boon Lay Place,649882,1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.71138018647879,1.348323225326791,POINT (103.71138018647879 1.348323225326791)
Pizza Hut - Choa Chu Kang Sports Centre (DEL),1,Choa Chu Kang Sports Centre,Choa Chu Kang Street 53,689236,3,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74792070974966,1.3906661702350473,POINT (103.74792070974966 1.3906661702350473)
Pizza Hut - Compass One,1,Compass One,Sengkang Square,545078,B1,15,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89498003255373,1.3920941501822652,POINT (103.89498003255373 1.3920941501822652)
Pizza Hut - Punggol Plaza (DEL),168,Punggol Plaza,Punggol Field,820168,B1,4,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91297644168283,1.3941840911774532,POINT (103.91297644168283 1.3941840911774532)
Pizza Hut - Tampines Mall,4,Tampines Mall,Tampines Central 5,529510,2,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94438798732376,1.3526723159069913,POINT (103.94438798732376 1.3526723159069913)
Pasta Fresca Da Salvatore - Guthrie House,1,Guthrie House,Fifth Avenue,268802,1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79569235552093,1.3308174008742417,POINT (103.79569235552093 1.3308174008742417)
Pizza Hut - Kampong Ubi Community Centre (DEL),10,Kampong Ubi Community Centre,Jalan Ubi,409075,1,7,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9007501269771,1.3178464313018363,POINT (103.9007501269771 1.3178464313018363)
Penang Culture - Compass One,1,Compass One,Sengkang Square,545078,3,13,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89498003255373,1.3920941501822652,POINT (103.89498003255373 1.3920941501822652)
Penang Culture - Causeway Point,1,Causeway Point,Woodlands Square,738099,5,12,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78568873923535,1.4360078451714806,POINT (103.78568873923535 1.4360078451714806)
Pizza Hut - Hougang Mall,90,Hougang Mall,Hougang Avenue 10,538766,2,25,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89366161203019,1.3723118564295886,POINT (103.89366161203019 1.3723118564295886)
Pizza Hut - Jurong Point,1,Jurong Point,Jurong West Central 2,648886,1,33,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70646088413002,1.3398301525794094,POINT (103.70646088413002 1.3398301525794094)
Swensens - Thomson Plaza,301,Thomson Plaza,Upper Thomson Road,574408,3,23,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83091978573026,1.3546690188205082,POINT (103.83091978573026 1.3546690188205082)
